Job Title,Employment Type,Experience Level,Salary,Company Location,Employee Residence,Company Size,Year
Data Analyst,Full-Time,Senior,120250,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,183000,United States,United States,Medium,2023
Data Architect,Full-Time,Senior,170000,United States,United States,Medium,2023
Data Architect,Full-Time,Senior,125000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,135000,United States,United States,Large,2023
Data Engineer,Full-Time,Mid,143865,United States,United States,Medium,2023
Data Engineer,Full-Time,Mid,115092,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,130000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,90000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,173000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,132000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,208049,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,128500,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,167500,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,106500,United States,United States,Medium,2023
Data Engineer,Full-Time,Mid,149600,United States,United States,Medium,2023
Data Engineer,Full-Time,Mid,102000,United States,United States,Medium,2023
Data Scientist,Full-Time,Executive,100000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,190000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,106800,United States,United States,Medium,2023
Data Analyst,Full-Time,Mid,128000,United States,United States,Medium,2023
Data Engineer,Full-Time,Mid,151000,United States,United States,Medium,2023
Data Engineer,Full-Time,Mid,140000,United States,United States,Medium,2023
Machine Learning Scientist,Full-Time,Senior,220000,United States,United States,Medium,2023
Data Analyst,Full-Time,Mid,154000,United States,United States,Medium,2023
Data Analyst,Full-Time,Mid,143000,United States,United States,Medium,2023
Data Scientist,Full-Time,Entry,190000,United States,United States,Medium,2023
Data Scientist,Full-Time,Entry,120000,United States,United States,Medium,2023
Data Engineer,Full-Time,Executive,265000,United States,United States,Medium,2023
Data Engineer,Full-Time,Executive,235000,United States,United States,Medium,2023
Data Engineer,Full-Time,Mid,60400,United States,United States,Medium,2023
Data Analyst,Full-Time,Mid,83500,United States,United States,Medium,2023
Data Analyst,Full-Time,Mid,52500,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,201036,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,134024,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,165000,United States,United States,Medium,2023
Data Engineer,Full-Time,Entry,62000,United States,United States,Medium,2023
Data Engineer,Full-Time,Entry,58000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,172000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,115000,United States,United States,Medium,2023
Data Engineer,Full-Time,Entry,125000,United States,United States,Medium,2023
Data Engineer,Full-Time,Entry,90000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,139500,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,109400,United States,United States,Medium,2023
Data Engineer,Full-Time,Mid,145000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,239748,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,159832,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,186300,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,102500,United States,United States,Medium,2023
Data Architect,Full-Time,Senior,149040,United States,United States,Medium,2023
Data Architect,Full-Time,Senior,113900,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,172600,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,107900,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,180180,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,106020,United States,United States,Medium,2023
Data Architect,Full-Time,Senior,376080,United States,United States,Medium,2023
Data Architect,Full-Time,Senior,213120,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,206500,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,121600,United States,United States,Medium,2023
Cloud Database Engineer,Full-Time,Senior,170000,United States,United States,Large,2023
Applied Machine Learning Scientist,Full-Time,Senior,90000,United States,United States,Large,2023
Data Analyst,Full-Time,Entry,95000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,275000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,120000,United States,United States,Medium,2023
Research Engineer,Full-Time,Senior,175000,United States,United States,Medium,2023
Data Analyst,Full-Time,Mid,206000,United States,United States,Medium,2023
Data Analyst,Full-Time,Mid,130000,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,130000,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,87000,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,145000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,147100,United States,United States,Medium,2023
Data Engineer,Full-Time,Entry,115100,United States,United States,Medium,2023
Data Engineer,Full-Time,Entry,73900,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,168400,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,105200,United States,United States,Medium,2023
Financial Data Analyst,Full-Time,Mid,130000,United States,United States,Large,2023
Data Scientist,Full-Time,Senior,205000,United States,United States,Medium,2023
Research Scientist,Full-Time,Senior,141288,United States,United States,Medium,2023
Research Scientist,Full-Time,Senior,94192,United States,United States,Medium,2023
Data Infrastructure Engineer,Full-Time,Senior,184000,United States,United States,Medium,2023
Data Infrastructure Engineer,Full-Time,Senior,143000,United States,United States,Medium,2023
ML Engineer,Full-Time,Mid,160000,United States,United States,Medium,2023
ML Engineer,Full-Time,Mid,147000,United States,United States,Medium,2023
Data Engineer,Full-Time,Executive,210914,United States,United States,Medium,2023
Data Engineer,Full-Time,Executive,116704,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Mid,185700,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Mid,165000,United States,United States,Medium,2023
Data Operations Engineer,Full-Time,Senior,193000,United States,United States,Medium,2023
Data Operations Engineer,Full-Time,Senior,136850,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,139500,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,109400,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,276000,United States,United States,Medium,2023
BI Developer,Full-Time,Senior,130000,United States,United States,Large,2022
Data Science Lead,Full-Time,Mid,150000,United States,United States,Medium,2021
Analytics Engineer,Full-Time,Senior,170000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,163800,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,126000,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,106250,United States,United States,Medium,2023
Data Engineer,Full-Time,Executive,167500,United States,United States,Medium,2023
Data Engineer,Full-Time,Executive,106500,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,250000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,138000,United States,United States,Medium,2023
Data Science Manager,Full-Time,Mid,104500,United States,United States,Medium,2023
Data Science Manager,Full-Time,Mid,70000,United States,United States,Medium,2023
Data Science Consultant,Full-Time,Mid,90000,United States,United States,Medium,2023
Data Science Consultant,Full-Time,Mid,70000,United States,United States,Medium,2023
Research Scientist,Full-Time,Mid,185000,United States,United States,Medium,2023
Research Scientist,Full-Time,Mid,125000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,127000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,210550,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,153300,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,200000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,161500,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,119500,United States,United States,Medium,2023
Data Analytics Specialist,Full-Time,Senior,105000,United States,United States,Medium,2023
Data Analytics Specialist,Full-Time,Senior,85000,United States,United States,Medium,2023
Research Scientist,Full-Time,Senior,215000,United States,United States,Medium,2023
Research Scientist,Full-Time,Senior,146300,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,153400,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,122700,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,123900,United States,United States,Medium,2023
Research Scientist,Full-Time,Mid,340000,United States,United States,Medium,2023
Research Scientist,Full-Time,Mid,150000,United States,United States,Medium,2023
Data Engineer,Full-Time,Mid,250000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,185900,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,121700,United States,United States,Medium,2023
Data Engineer,Full-Time,Executive,310000,United States,United States,Medium,2023
Data Engineer,Full-Time,Executive,239000,United States,United States,Medium,2023
Data Analyst,Full-Time,Entry,150000,United States,United States,Medium,2023
Data Analyst,Full-Time,Entry,100000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,149076,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,82365,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,85500,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,97750,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,201000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,122000,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,116990,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,82920,United States,United States,Medium,2023
Machine Learning Scientist,Full-Time,Mid,200000,United States,United States,Small,2023
Machine Learning Scientist,Full-Time,Mid,125000,United States,United States,Small,2023
Data Manager,Full-Time,Senior,155000,United States,United States,Medium,2023
Data Manager,Full-Time,Senior,140000,United States,United States,Medium,2023
Machine Learning Infrastructure Engineer,Full-Time,Mid,205920,United States,United States,Medium,2023
Machine Learning Infrastructure Engineer,Full-Time,Mid,171600,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,121500,United States,United States,Medium,2023
Data Engineer,Full-Time,Mid,154000,United States,United States,Medium,2023
Data Engineer,Full-Time,Mid,116000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,180000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,260000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,122000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,93800,United States,United States,Medium,2023
Computer Vision Engineer,Full-Time,Entry,220000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,175000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,152380,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,121904,United States,United States,Medium,2023
Data Architect,Full-Time,Senior,168400,United States,United States,Medium,2023
Data Architect,Full-Time,Senior,105200,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,128280,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,106900,United States,United States,Medium,2023
Lead Data Scientist,Full-Time,Senior,192000,United States,United States,Large,2022
Data Analyst,Full-Time,Senior,170500,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,65000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,124740,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,65488,United States,United States,Medium,2023
Data Quality Analyst,Full-Time,Senior,72200,United States,United States,Medium,2023
Data Quality Analyst,Full-Time,Senior,64980,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,179975,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,86466,United States,United States,Medium,2023
Data Science Manager,Full-Time,Senior,175000,United States,United States,Medium,2023
Data Science Manager,Full-Time,Senior,120000,United States,United States,Medium,2023
Data Manager,Full-Time,Senior,120000,United States,United States,Medium,2023
Machine Learning Infrastructure Engineer,Full-Time,Senior,205920,United States,United States,Medium,2023
Machine Learning Infrastructure Engineer,Full-Time,Senior,171600,United States,United States,Medium,2023
Applied Machine Learning Engineer,Full-Time,Mid,130000,United States,United States,Medium,2023
Data Scientist,Full-Time,Entry,168000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,167580,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,87980,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,202000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,104000,United States,United States,Medium,2023
Research Engineer,Full-Time,Senior,230000,United States,United States,Medium,2023
Research Engineer,Full-Time,Senior,148000,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,197000,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,106000,United States,United States,Medium,2023
Deep Learning Engineer,Full-Time,Mid,150000,United States,United States,Medium,2023
Deep Learning Engineer,Full-Time,Mid,100000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,290000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,192000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,172800,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,300240,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,200160,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,175000,United States,United States,Medium,2023
Data Manager,Full-Time,Senior,169000,United States,United States,Medium,2023
Data Manager,Full-Time,Senior,100000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,370000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,110000,United States,United States,Small,2023
Data Analyst,Full-Time,Senior,80000,United States,United States,Small,2023
Data Analyst,Full-Time,Entry,55000,United States,United States,Medium,2023
Data Analyst,Full-Time,Entry,48000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,137500,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,186000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,153088,United States,United States,Medium,2023
Data Infrastructure Engineer,Full-Time,Mid,190000,United States,United States,Medium,2023
Data Infrastructure Engineer,Full-Time,Mid,160000,United States,United States,Medium,2023
Data Infrastructure Engineer,Full-Time,Mid,183310,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,66000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,148500,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,126277,United States,United States,Medium,2023
Data Architect,Full-Time,Senior,228000,United States,United States,Medium,2023
Data Architect,Full-Time,Senior,120000,United States,United States,Medium,2023
Machine Learning Software Engineer,Full-Time,Senior,180000,United States,United States,Medium,2023
Machine Learning Software Engineer,Full-Time,Senior,90000,United States,United States,Medium,2023
Machine Learning Software Engineer,Full-Time,Senior,272000,United States,United States,Medium,2023
Machine Learning Software Engineer,Full-Time,Senior,170000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,259000,United States,United States,Medium,2023
Data Science Lead,Full-Time,Senior,247500,United States,United States,Medium,2023
Data Science Lead,Full-Time,Senior,172200,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,288000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,215050,United States,United States,Medium,2023
Data Architect,Full-Time,Senior,198000,United States,United States,Medium,2023
Data Architect,Full-Time,Senior,114000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,209300,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,182200,United States,United States,Medium,2023
Data Scientist,Full-Time,Entry,85000,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,147100,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,90700,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,227000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,108000,United States,United States,Medium,2023
Data Architect,Full-Time,Senior,160000,United States,United States,Medium,2023
Data Analyst,Full-Time,Entry,60000,United States,United States,Large,2023
Data Engineer,Full-Time,Senior,226700,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,133300,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,52500,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,162500,United States,United States,Medium,2023
Data Analyst,Full-Time,Mid,165000,United States,United States,Medium,2023
Data Analyst,Full-Time,Mid,124000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,63000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,213580,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,163625,United States,United States,Medium,2023
Machine Learning Software Engineer,Full-Time,Senior,375000,United States,United States,Medium,2022
Data Engineer,Full-Time,Executive,210000,United States,United States,Medium,2023
Data Science Manager,Full-Time,Senior,231250,United States,United States,Medium,2023
Data Science Manager,Full-Time,Senior,138750,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,284310,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,153090,United States,United States,Medium,2023
Data Analyst,Full-Time,Mid,125000,United States,United States,Medium,2023
Data Science Lead,Full-Time,Senior,225900,United States,United States,Medium,2023
Data Science Lead,Full-Time,Senior,156400,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,385000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,241871,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,133832,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,192500,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,216100,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,140800,United States,United States,Medium,2023
Data Scientist,Full-Time,Entry,110000,United States,United States,Small,2023
Data Engineer,Full-Time,Executive,284000,United States,United States,Medium,2023
Data Engineer,Full-Time,Executive,236000,United States,United States,Medium,2023
Research Engineer,Full-Time,Senior,155850,United States,United States,Medium,2023
Research Engineer,Full-Time,Senior,102544,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,151410,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,115360,United States,United States,Medium,2023
Data Scientist,Full-Time,Entry,180000,United States,United States,Medium,2022
Research Scientist,Full-Time,Mid,85000,United States,United States,Medium,2023
Research Scientist,Full-Time,Mid,70000,United States,United States,Medium,2023
BI Developer,Full-Time,Senior,100000,United States,United States,Medium,2023
Data Analytics Manager,Full-Time,Executive,155000,United States,United States,Medium,2023
Data Analytics Manager,Full-Time,Executive,140000,United States,United States,Medium,2023
ML Engineer,Full-Time,Senior,220000,United States,United States,Medium,2023
ML Engineer,Full-Time,Senior,150000,United States,United States,Medium,2023
Data Analytics Manager,Full-Time,Senior,204500,United States,United States,Medium,2023
Data Analytics Manager,Full-Time,Senior,138900,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,110000,United States,United States,Large,2023
Data Engineer,Full-Time,Senior,182750,United States,United States,Medium,2023
Head of Data Science,Full-Time,Executive,314100,United States,United States,Medium,2023
Head of Data Science,Full-Time,Executive,195800,United States,United States,Medium,2023
Applied Scientist,Full-Time,Senior,180000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,144000,United States,United States,Medium,2023
BI Developer,Full-Time,Entry,160000,United States,United States,Medium,2023
BI Developer,Full-Time,Entry,100000,United States,United States,Medium,2023
Data Manager,Full-Time,Senior,199000,United States,United States,Medium,2023
Data Manager,Full-Time,Senior,112000,United States,United States,Medium,2023
Data Engineer,Full-Time,Entry,160000,United States,United States,Medium,2023
Data Engineer,Full-Time,Entry,135000,United States,United States,Medium,2023
Applied Scientist,Full-Time,Senior,350000,United States,United States,Large,2023
Applied Scientist,Full-Time,Senior,262500,United States,United States,Large,2023
Machine Learning Engineer,Full-Time,Senior,276000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,158677,United States,United States,Medium,2023
Data Analyst,Full-Time,Mid,103200,United States,United States,Medium,2023
Data Analyst,Full-Time,Mid,61200,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,155000,United States,United States,Large,2022
Data Scientist,Full-Time,Senior,139000,United States,United States,Medium,2023
Data Architect,Full-Time,Senior,174500,United States,United States,Medium,2023
Data Architect,Full-Time,Senior,113000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,87000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,107250,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,300000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,119000,United States,United States,Medium,2023
Data Science Manager,Full-Time,Mid,220000,United States,United States,Medium,2023
Data Science Manager,Full-Time,Mid,195000,United States,United States,Medium,2023
Data Manager,Full-Time,Senior,168400,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,200000,United States,United States,Medium,2023
Data Scientist,Full-Time,Entry,124234,United States,United States,Medium,2023
Data Scientist,Full-Time,Entry,74540,United States,United States,Medium,2023
Data Analyst,Full-Time,Mid,109000,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,141290,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,74178,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,107500,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,84000,United States,United States,Medium,2023
BI Analyst,Full-Time,Senior,125000,United States,United States,Medium,2023
BI Analyst,Full-Time,Senior,110000,United States,United States,Medium,2023
ML Engineer,Full-Time,Senior,200000,United States,United States,Medium,2023
ML Engineer,Full-Time,Senior,135000,United States,United States,Medium,2023
Business Data Analyst,Full-Time,Entry,48000,United States,United States,Large,2022
Data Engineer,Full-Time,Mid,150000,United States,United States,Medium,2023
Computer Vision Engineer,Full-Time,Senior,200000,United States,United States,Small,2023
Data Scientist,Full-Time,Senior,257000,United States,United States,Medium,2023
BI Developer,Full-Time,Senior,140000,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,183310,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,102500,United States,United States,Medium,2023
Data Science Consultant,Full-Time,Senior,122000,United States,United States,Medium,2023
Data Science Consultant,Full-Time,Senior,94000,United States,United States,Medium,2023
Data Science Consultant,Full-Time,Senior,145000,United States,United States,Medium,2023
Data Science Consultant,Full-Time,Senior,128000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,182000,United States,United States,Medium,2023
Data Scientist,Full-Time,Executive,300000,United States,United States,Medium,2023
Data Analyst,Full-Time,Mid,135000,United States,United States,Medium,2023
Data Analyst,Full-Time,Mid,105500,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,110000,United States,United States,Large,2022
Data Scientist,Full-Time,Senior,153400,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,122700,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,145000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,87000,United States,United States,Medium,2023
ML Engineer,Full-Time,Senior,234100,United States,United States,Medium,2023
ML Engineer,Full-Time,Senior,203500,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,223800,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,172100,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,232200,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,167200,United States,United States,Medium,2023
BI Developer,Full-Time,Senior,197000,United States,United States,Medium,2023
BI Developer,Full-Time,Senior,106000,United States,United States,Medium,2023
Research Scientist,Full-Time,Senior,180000,United States,United States,Medium,2023
Research Scientist,Full-Time,Senior,145000,United States,United States,Medium,2023
Data Lead,Full-Time,Senior,225000,United States,United States,Medium,2023
Data Lead,Full-Time,Senior,200000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,114000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,291500,United States,United States,Medium,2023
Data Engineer,Full-Time,Executive,196200,United States,United States,Medium,2023
Data Engineer,Full-Time,Executive,150900,United States,United States,Medium,2023
Data Analyst,Full-Time,Mid,116000,United States,United States,Medium,2023
Data Analyst,Full-Time,Mid,72000,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,207000,United States,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,167000,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,135000,United States,United States,Medium,2023
Data Engineer,Full-Time,Mid,105000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,96100,United States,United States,Medium,2023
Data Science Engineer,Full-Time,Senior,140000,United States,United States,Medium,2023
Data Science Engineer,Full-Time,Senior,100000,United States,United States,Medium,2023
Research Scientist,Full-Time,Senior,120000,United States,United States,Medium,2023
Cloud Database Engineer,Full-Time,Senior,140000,United States,United States,Medium,2023
Cloud Database Engineer,Full-Time,Senior,115000,United States,United States,Medium,2023
Data Science Manager,Full-Time,Senior,297300,United States,United States,Medium,2023
Data Science Manager,Full-Time,Senior,198200,United States,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,219000,United States,United States,Large,2023
Data Engineer,Full-Time,Senior,110000,United States,United States,Medium,2023
Applied Scientist,Full-Time,Senior,126100,United States,United States,Large,2023
Applied Scientist,Full-Time,Senior,72000,United States,United States,Large,2023
Data Analyst,Full-Time,Senior,240500,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,137500,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,187500,United States,United States,Medium,2023
Data Scientist,Full-Time,Mid,165000,United States,United States,Medium,2023
Research Scientist,Full-Time,Senior,165750,United States,United States,Medium,2023
Machine Learning Scientist,Full-Time,Senior,225000,United States,United States,Medium,2023
Machine Learning Scientist,Full-Time,Senior,165750,United States,United States,Medium,2023
NLP Engineer,Full-Time,Senior,275000,United States,United States,Medium,2023
NLP Engineer,Full-Time,Senior,175000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,175308,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,100706,United States,United States,Medium,2023
NLP Engineer,Full-Time,Senior,235000,United States,United States,Medium,2023
NLP Engineer,Full-Time,Senior,135000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,310000,United States,United States,Medium,2023
ML Engineer,Full-Time,Senior,289076,United States,United States,Medium,2023
ML Engineer,Full-Time,Senior,202353,United States,United States,Medium,2023
Research Engineer,Full-Time,Mid,120000,United States,United States,Medium,2023
Research Engineer,Full-Time,Mid,100000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,231250,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,138750,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,199000,United States,United States,Medium,2023
Data Scientist,Full-Time,Entry,100000,United States,United States,Medium,2022
Deep Learning Engineer,Full-Time,Entry,150000,United States,United States,Medium,2023
Deep Learning Engineer,Full-Time,Entry,120000,United States,United States,Medium,2023
Research Engineer,Full-Time,Senior,150000,United States,United States,Medium,2023
Research Engineer,Full-Time,Senior,100000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,272550,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,187500,United States,United States,Medium,2023
Data Analyst,Full-Time,Senior,64000,United States,United States,Medium,2023
Computer Vision Engineer,Full-Time,Senior,235000,United States,United States,Medium,2023
Computer Vision Engineer,Full-Time,Senior,185000,United States,United States,Medium,2023
Applied Scientist,Full-Time,Senior,142000,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,180560,United States,United States,Medium,2023
Data Scientist,Full-Time,Senior,115440,United States,United States,Medium,2023
Data Architect,Full-Time,Senior,110000,United States,United States,Medium,2023
Data Engineer,Full-Time,Senior,236000,United States,United States,Medium,2023
Data Scientist,Full-Time,Entry,130000,United States,United States,Medium,2022
Manager Data Management,Full-Time,Senior,125000,United States,United States,Large,2022
Data Engineer,Full-Time,Senior,175000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,155000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,153600,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,106800,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,150000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,140000,United States,United States,Medium,2022
Data Science Consultant,Full-Time,Senior,122000,United States,United States,Medium,2022
Data Science Consultant,Full-Time,Senior,94500,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,170000,United States,United States,Medium,2022
